FBIS4-21781,527,743,558,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,678,678,964,750,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,848,863,896,867,916,-1,612,-1
LA061790-0045,657,-1,696,952,954,936,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,725,725,-1,826,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,718,724,637,645,576,-1,-1,-1
LA102690-0144,-1,-1,-1,-1,-1,-1,-1,702,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
LA011389-0017,-1,-1,-1,-1,-1,-1,870,723,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
FT923-5564,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,880,880,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
LA050390-0228,-1,-1,-1,-1,-1,-1,-1,-1,-1,457,352,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
FT911-1375,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,477,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
FT921-3817,-1,-1,912,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
LA013089-0055,-1,-1,-1,575,547,533,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,837,837,986,863,978,978,769,690,-1,-1,-1,-1,-1,-1,-1,-1,-1,743,742,833,798,841,-1,-1,-1
LA060590-0139,-1,-1,-1,-1,-1,-1,-1,-1,-1,660,522,411,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,818,894,-1,-1,-1,925,438,424,346,220,220,-1,-1,-1,-1,-1,-1,-1,-1
LA080190-0112,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,925
FBIS4-56329,-1,-1,-1,-1,-1,-1,-1,-1,-1,912,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
FBIS3-1412,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,782,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
FBIS3-1942,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,804,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
FBIS4-59581,-1,-1,-1,-1,-1,-1,-1,-1,988,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
LA031790-0135,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,506,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
LA122389-0122,279,640,552,35,35,42,365,-1,144,693,-1,-1,562,562,562,-1,-1,400,400,523,506,302,302,190,237,429,577,451,47,174,-1,368,-1,-1,514,530,405,401,365,193,362,140
LA051989-0003,-1,-1,-1,-1,-1,-1,-1,-1,875,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
FT924-11790,-1,-1,693,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
LA051989-0005,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,802,-1,902,902,-1,-1,-1,-1,-1,486,-1,849
LA092289-0083,36,197,164,252,244,239,-1,-1,437,11,10,5,590,590,590,-1,-1,39,39,148,141,98,98,158,122,-1,359,-1,511,-1,-1,553,-1,-1,100,101,121,122,117,12,28,103
LA012289-0118,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,834,924,-1,-1,-1,93,227,48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
LA043089-0087,-1,-1,-1,-1,-1,-1,942,528,-1,-1,-1,-1,217,217,217,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,230,934,617,-1,479,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
FT921-855,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,880,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
LA020490-0214,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,207,528,528,-1,-1,-1,-1,-1,-1,-1,-1
LA010789-0121,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,860,860,860,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
LA020790-0118,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,980,980,-1,-1,-1,-1,-1,-1,-1,-1
LA052789-0102,578,412,265,-1,-1,-1,-1,-1,369,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,978,997,-1,-1,-1,-1,-1,-1
LA042590-0025,-1,-1,-1,-1,-1,-1,-1,-1,-1,530,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
LA051690-0109,-1,-1,-1,-1,-1,-1,420,371,-1,515,-1,-1,121,121,121,-1,-1,815,815,534,888,-1,-1,-1,-1,23,415,313,-1,118,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
FT944-17308,-1,-1,-1,-1,-1,-1,957,722,473,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
LA030290-0125,694,-1,415,897,827,817,228,847,162,-1,-1,-1,896,896,896,-1,-1,-1,-1,-1,-1,535,535,730,571,-1,609,546,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
FT943-3909,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,587,-1,-1
LA033189-0099,451,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,421,-1,-1,-1,-1,-1,-1,-1,-1,-1,455,455,608,443,-1,-1,-1,327,331,250,125,81,81,-1,-1,-1,-1,-1,609,-1,238
FT922-9822,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,886,-1
LA080489-0047,-1,-1,-1,-1,-1,-1,920,-1,326,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,846,846,675,613,-1,481,491,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
LA012590-0164,-1,-1,-1,-1,-1,-1,-1,-1,-1,725,572,298,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
LA012590-0162,-1,-1,-1,-1,-1,-1,-1,-1,-1,990,775,905,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
FBIS4-47632,525,-1,-1,827,742,765,888,-1,314,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,761,761,384,474,-1,-1,-1,-1,-1,-1,-1,-1,-1,827,804,826,778,839,-1,917,-1
FT924-2675,181,176,129,474,444,463,932,-1,329,-1,-1,-1,269,269,269,-1,-1,291,291,307,280,511,511,628,471,-1,517,480,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,72,38,68
LA101190-0224,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,604,968,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
LA090690-0087,-1,76,74,-1,-1,-1,164,91,128,452,-1,-1,130,130,130,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,162,84,73,-1,236,752,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,660
LA082290-0142,-1,-1,251,-1,-1,-1,-1,-1,660,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
FBIS4-18601,-1,-1,-1,-1,-1,-1,-1,-1,365,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
LA031689-0189,54,91,82,400,319,341,221,229,62,-1,-1,333,202,202,202,-1,110,114,114,149,98,51,51,33,40,-1,137,128,68,48,38,56,23,23,111,107,113,105,123,269,596,195
LA110490-0161,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,614,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
LA031689-0180,-1,-1,-1,-1,-1,-1,357,203,-1,-1,-1,-1,177,177,177,161,223,-1,-1,-1,-1,-1,-1,-1,-1,-1,888,783,-1,485,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
FT934-13331,-1,-1,-1,-1,-1,-1,-1,-1,-1,836,660,37,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
LA101389-0146,-1,-1,-1,-1,-1,-1,-1,-1,-1,388,300,337,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
LA070389-0014,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,217,489,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
LA120790-0002,-1,-1,-1,276,296,298,-1,-1,-1,831,658,829,843,843,843,-1,-1,550,550,706,722,-1,-1,-1,-1,-1,-1,-1,422,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,797,712
FT921-14932,-1,983,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
FR940603-0-00131,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,773,-1,-1
FBIS4-50186,774,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,986,-1,-1
FBIS3-12322,-1,928,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,445,445,623,589,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,447,433,374,376,355,567,478,-1
LA073190-0142,-1,-1,-1,-1,-1,-1,-1,-1,-1,964,759,863,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
LA042190-0027,-1,377,-1,987,-1,776,266,119,-1,-1,-1,-1,47,47,47,-1,-1,654,654,347,632,267,267,332,270,-1,405,294,242,188,819,340,439,439,-1,-1,-1,-1,-1,-1,-1,-1
LA091889-0049,376,-1,-1,724,568,658,-1,-1,616,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,688,-1,-1,-1,-1,-1,696,671,669,624,585,-1,-1,785
FBIS4-35445,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,924,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
LA030390-0099,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,583,563,409,409,-1,-1,-1,-1,-1,804,-1,-1
LA022590-0024,866,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
FT941-240,345,512,383,859,822,886,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,293,293,397,339,949,949,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,341,348,388,388,369,278,340,703
LA080390-0087,-1,-1,-1,-1,-1,-1,-1,-1,951,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
FR941007-1-00188,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,664,664,-1,-1,-1,-1,-1,-1,-1,-1
LA113090-0073,-1,138,104,-1,-1,-1,108,43,56,743,-1,761,291,291,291,-1,-1,797,797,481,691,251,251,-1,714,-1,399,296,339,117,939,686,454,454,-1,-1,-1,-1,-1,825,-1,245
LA113090-0070,-1,-1,-1,-1,-1,-1,-1,-1,-1,959,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,975,159,603,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
FBIS4-55551,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,322,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
LA040689-0151,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,797,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,440,-1,898,898,-1,-1,-1,-1,-1,-1,-1,-1
LA030590-0104,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,784,723,723,-1,-1,-1,-1,-1,-1,-1,-1
LA052490-0091,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,447,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
LA111889-0136,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,549,458,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
LA082689-0074,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,674,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
LA082689-0076,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,690,785,-1,-1,-1,386,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,892
LA011290-0160,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,537,-1,-1
LA082089-0019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,762,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
LA011189-0037,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,794,155,-1,797,797,-1,-1,-1,-1,-1,-1,-1,-1
LA021489-0015,811,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,974,988,-1,-1,-1,-1,-1,-1
FT923-7804,-1,228,-1,46,26,35,235,270,-1,995,781,799,185,185,185,-1,108,135,135,153,114,74,74,41,52,300,152,69,123,579,615,18,25,25,32,32,40,35,47,104,70,31
FBIS4-64185,805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
FBIS3-38475,-1,-1,-1,-1,-1,-1,-1,-1,419,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
LA030190-0173,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,994,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,938,-1,-1
LA072989-0057,-1,67,37,-1,-1,-1,988,785,347,405,313,-1,856,856,856,-1,-1,995,995,823,-1,-1,-1,-1,-1,-1,155,448,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,359,705
LA090989-0012,856,-1,-1,-1,-1,-1,-1,-1,-1,171,126,261,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
