FT932-6450,-1,87,721,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,984,984,860,988,187,187,147,138,-1,609,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
FT923-11356,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,925,925,463,647,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,974,-1,615,-1,-1,-1
FT942-2775,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
FT933-12613,304,235,142,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,340,768,-1,987,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,541,805,980
FT934-5058,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,521,462,303,228,320,-1,-1,-1
FT924-13338,123,568,545,113,277,474,476,-1,287,50,313,191,527,527,527,-1,-1,103,103,117,137,-1,-1,862,940,102,647,273,191,36,579,349,202,202,300,284,419,443,536,99,238,121
FT911-197,614,-1,-1,928,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,934,-1,-1,901,957,168,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
FT934-5052,-1,-1,-1,-1,-1,-1,-1,865,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,818,709,-1,-1,-1,-1
FT941-11144,-1,-1,-1,-1,-1,-1,872,803,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
FT921-5891,-1,-1,-1,-1,-1,-1,726,458,186,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,585,603,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
FT934-2492,-1,-1,-1,-1,-1,-1,-1,970,-1,-1,-1,-1,944,944,944,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,861,668,-1,608,857,972,972,-1,-1,-1,-1,-1,-1,-1,-1
FT934-12907,-1,-1,-1,549,422,594,870,777,-1,-1,-1,-1,982,982,982,-1,-1,-1,-1,-1,-1,920,920,-1,-1,-1,-1,830,565,745,327,674,842,842,-1,-1,973,953,850,-1,-1,-1
FT934-2494,734,820,800,957,743,673,385,382,569,727,561,358,384,384,384,-1,-1,470,470,555,552,-1,-1,-1,-1,-1,733,358,931,-1,462,561,496,496,-1,-1,-1,-1,-1,647,893,509
FT944-74,-1,-1,-1,685,921,935,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,569,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
FT911-4601,-1,757,738,427,336,221,761,-1,521,662,495,559,335,335,335,-1,-1,502,502,682,681,845,845,620,657,-1,-1,586,325,268,290,473,509,509,506,512,274,258,265,-1,844,964
FT923-10485,506,279,273,-1,-1,-1,-1,-1,-1,583,425,491,-1,-1,-1,-1,-1,-1,-1,-1,-1,769,769,750,702,-1,739,-1,-1,-1,-1,-1,-1,-1,954,947,-1,-1,-1,451,325,-1
FT934-2379,652,370,357,-1,-1,-1,-1,-1,-1,-1,857,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,636,849,-1,-1,-1,-1,-1,-1,-1,-1,-1,838,830,-1,-1,-1,790,611,-1
FT943-5532,-1,-1,-1,698,535,480,330,332,465,-1,882,988,423,423,423,237,234,779,779,790,796,575,575,569,501,995,878,278,504,775,275,611,648,648,-1,999,-1,-1,-1,-1,-1,688
LA031190-0041,-1,-1,-1,-1,-1,-1,-1,-1,986,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
FT922-13584,-1,953,935,755,597,544,522,-1,293,972,751,-1,940,940,940,-1,-1,598,598,660,658,580,580,414,441,-1,-1,-1,884,932,916,643,610,610,-1,-1,-1,-1,-1,-1,906,889
FT922-13585,-1,-1,-1,619,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,-1,-1,-1,940,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
LA110189-0024,352,182,174,474,294,268,-1,-1,-1,851,655,758,449,449,449,-1,-1,964,964,-1,999,342,342,62,195,-1,268,724,-1,998,943,607,557,557,502,496,726,721,-1,89,169,351
FT931-6222,-1,-1,-1,475,-1,-1,865,839,-1,415,-1,-1,-1,-1,-1,-1,-1,-1,-1,925,-1,-1,-1,-1,-1,701,-1,-1,-1,664,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,934
FT924-7405,733,779,761,380,755,682,674,-1,549,649,480,579,545,545,545,-1,-1,223,223,340,348,315,315,-1,970,967,-1,637,512,517,225,452,420,420,-1,-1,-1,-1,907,594,407,500
FT943-4557,948,573,548,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,780,249,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,949,764,-1
FT922-2873,984,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,890,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,768
FT941-6623,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,953,-1,833,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
FT921-13694,763,765,745,-1,962,881,767,-1,528,856,660,715,326,326,326,-1,-1,296,296,467,457,535,535,-1,-1,-1,775,535,636,863,436,644,647,647,896,901,917,950,869,641,826,589
FT944-4959,-1,-1,-1,727,837,849,688,614,893,-1,-1,-1,543,543,543,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,717,781,495,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
LA061889-0088,-1,-1,-1,806,-1,-1,-1,-1,-1,-1,-1,-1,929,929,929,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
FT944-17095,-1,-1,-1,677,-1,-1,620,654,895,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,997,-1,-1,-1,-1,-1,-1,-1,-1,582,590,441,358,455,-1,-1,-1
FT941-8260,-1,-1,-1,880,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,648,-1,-1,-1,-1,473,449,302,312,202,-1,-1,-1
FT924-9359,800,992,990,136,417,643,47,38,25,803,-1,884,466,466,466,-1,-1,669,669,222,244,288,288,753,529,49,-1,927,695,545,900,757,699,699,156,157,171,168,115,706,655,113
FT924-9358,346,-1,-1,591,-1,-1,807,294,209,-1,-1,-1,-1,-1,-1,-1,-1,751,751,460,477,-1,-1,-1,-1,572,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,423
FBIS4-66101,815,-1,-1,310,199,290,396,-1,206,-1,-1,969,467,467,467,-1,-1,802,802,598,594,714,714,606,606,-1,-1,887,422,595,433,85,140,140,140,144,244,253,172,621,480,255
FT924-9351,994,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,648,659,725,666,646,-1,-1,750
FT924-9350,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,506,-1,-1,806,639,-1,-1,-1,-1,427,436,176,153,95,-1,-1,909
FT932-15631,-1,-1,-1,-1,-1,-1,921,802,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
FT943-8467,793,670,651,501,289,291,36,77,104,482,569,741,116,116,116,-1,-1,426,426,530,521,104,104,288,142,-1,693,309,100,77,295,64,54,54,311,322,217,237,135,710,529,567
FT934-9333,330,328,277,859,769,-1,231,59,55,599,-1,439,865,865,865,-1,-1,659,659,112,113,-1,-1,773,903,391,664,554,-1,952,-1,-1,955,955,-1,-1,-1,-1,-1,666,854,201
FT941-628,-1,-1,-1,811,722,619,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,996,-1,-1,-1,825,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,944,-1,-1,-1
FT943-9513,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,926
FT934-5857,-1,-1,-1,970,766,786,869,759,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,950,950,-1,-1,-1,-1,815,319,568,382,628,777,777,-1,-1,841,884,692,-1,-1,-1
FT944-1355,133,632,613,-1,-1,-1,-1,-1,-1,537,-1,461,924,924,924,-1,-1,795,795,857,855,198,198,581,304,93,350,-1,912,-1,-1,856,784,784,839,833,-1,-1,712,189,331,637
FT933-14770,173,217,170,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,427,-1,752
FT942-13507,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,864,945,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,406,850,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
FT944-14995,172,74,64,-1,-1,-1,909,429,365,-1,-1,-1,979,979,979,-1,-1,763,763,482,474,-1,-1,-1,-1,-1,918,731,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,292,721,433
FT911-3557,259,132,122,-1,-1,-1,-1,-1,-1,352,228,385,-1,-1,-1,-1,-1,-1,-1,-1,-1,690,690,698,671,-1,501,-1,-1,-1,-1,-1,-1,-1,713,712,892,893,-1,345,225,-1
FT944-13574,850,-1,-1,392,726,859,736,674,933,606,-1,736,836,836,836,-1,-1,698,698,591,584,-1,-1,-1,-1,747,-1,840,284,311,389,370,389,389,-1,-1,-1,-1,-1,936,855,422
FT944-17895,-1,969,952,964,927,768,457,484,625,903,694,875,-1,-1,-1,171,122,703,703,904,882,882,882,-1,-1,-1,656,306,616,755,592,756,732,732,-1,-1,-1,-1,-1,-1,-1,-1
FT944-17897,-1,-1,-1,-1,-1,-1,-1,792,790,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
FT944-1465,236,647,627,200,242,275,164,161,228,234,312,172,87,87,87,-1,-1,73,73,97,82,228,228,572,311,50,313,163,22,72,101,25,27,27,179,178,323,343,188,125,193,106
FT923-14675,334,629,610,139,451,574,501,-1,456,119,341,270,478,478,478,-1,-1,128,128,137,164,84,84,488,197,139,785,360,139,116,38,205,187,187,355,363,339,360,301,312,309,213
FT924-1615,721,578,551,456,391,515,477,-1,310,304,320,291,311,311,311,-1,-1,221,221,283,277,271,271,495,293,478,575,289,181,137,27,175,183,183,233,243,281,268,232,233,401,178
FBIS3-38874,-1,-1,-1,-1,952,952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,783,543,623,623,893,900,-1,-1,960,-1,-1,-1
FT934-13339,279,230,133,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,887,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
FBIS3-38872,618,-1,-1,217,405,488,914,-1,870,591,-1,642,485,485,485,-1,-1,273,273,392,430,528,528,898,694,464,-1,884,394,413,288,345,437,437,488,493,397,416,425,669,118,342
FT933-6351,428,227,224,-1,-1,-1,-1,-1,-1,605,443,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,693,693,719,676,-1,-1,-1,-1,-1,-1,-1,-1,-1,656,646,759,759,-1,684,509,-1
FBIS4-7274,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,588,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
